,Species,Gene,Chromosome,HREloc,GeneDirection,GeneStart,GeneStop,Distance,Proxy,HRE_direct,HRE,Info
4884,Macaca_mulatta,ZNF800,3,153882414,-,153859379,153810243,23035,Up,ccnd1r,ccnd1,ID=gene-ZNF800;Dbxref=GeneID:697855;Name=ZNF800;gbkey=Gene;gene=ZNF800;gene_biotype=protein_coding
4894,Macaca_mulatta,LRRC4,3,154509319,-,154495406,154492893,13913,Up,psa3f,psa3,ID=gene-LRRC4;Dbxref=GeneID:698610;Name=LRRC4;description=leucine rich repeat containing 4;gbkey=Gene;gene=LRRC4;gene_biotype=protein_coding
4604,Macaca_mulatta,FAM71F1,3,154947449,+,154953341,154976703,5892,Up,psa3f,psa3,ID=gene-FAM71F1;Dbxref=GeneID:699608;Name=FAM71F1;gbkey=Gene;gene=FAM71F1;gene_biotype=protein_coding
4904,Macaca_mulatta,TNPO3,3,155328748,-,155305510,155204771,23238,Up,hklkf,hklk,ID=gene-TNPO3;Dbxref=GeneID:700852;Name=TNPO3;description=transportin 3;gbkey=Gene;gene=TNPO3;gene_biotype=protein_coding
4617,Macaca_mulatta,KLHDC10,3,156336755,+,156361712,156431387,24957,Up,asrer,asre,ID=gene-KLHDC10;Dbxref=GeneID:702290;Name=KLHDC10;gbkey=Gene;gene=KLHDC10;gene_biotype=protein_coding
4917,Macaca_mulatta,CREB3L2,3,164437614,-,164422128,164293074,15486,Up,slp3r,slp3,ID=gene-CREB3L2;Dbxref=GeneID:714981;Name=CREB3L2;gbkey=Gene;gene=CREB3L2;gene_biotype=protein_coding
4624,Macaca_mulatta,AKR1D1,3,164486607,+,164510248,164551756,23641,Up,csref,csre,ID=gene-AKR1D1;Dbxref=GeneID:709863;Name=AKR1D1;gbkey=Gene;gene=AKR1D1;gene_biotype=protein_coding
4634,Macaca_mulatta,TRIM24,3,164866528,+,164882574,165008513,16046,Up,pb2f,pb2,ID=gene-TRIM24;Dbxref=GeneID:710229;Name=TRIM24;description=tripartite motif containing 24;gbkey=Gene;gene=TRIM24;gene_biotype=protein_coding
4924,Macaca_mulatta,SVOPL,3,165102816,-,165094079,165013885,8737,Up,aare,aare,ID=gene-SVOPL;Dbxref=GeneID:710319;Name=SVOPL;gbkey=Gene;gene=SVOPL;gene_biotype=protein_coding
4934,Macaca_mulatta,ZC3HAV1L,3,165463635,-,165449913,165440187,13722,Up,care,care,ID=gene-ZC3HAV1L;Dbxref=GeneID:710768;Name=ZC3HAV1L;gbkey=Gene;gene=ZC3HAV1L;gene_biotype=protein_coding
4644,Macaca_mulatta,GIMAP4,3,176560171,+,176567514,176575337,7343,Up,pb2f,pb2,ID=gene-GIMAP4;Dbxref=GeneID:713506;Name=GIMAP4;description=GTPase%2C IMAP family member 4;gbkey=Gene;gene=GIMAP4;gene_biotype=protein_coding
4774,Macaca_mulatta,GALNT11,3,178107746,+,178025150,178106775,971,Down,hklkf,hklk,ID=gene-GALNT11;Dbxref=GeneID:715572;Name=GALNT11;gbkey=Gene;gene=GALNT11;gene_biotype=protein_coding
5134,Macaca_mulatta,TTLL2,4,3288508,-,3285750,3272131,2758,Up,mvdpf,mvdp,ID=gene-TTLL2;Dbxref=GeneID:693360;Name=TTLL2;gbkey=Gene;gene=TTLL2;gene_biotype=protein_coding
4944,Macaca_mulatta,SLC22A2,4,10316520,+,10336521,10380538,20001,Up,asref,asre,ID=gene-SLC22A2;Dbxref=GeneID:708988;Name=SLC22A2;gbkey=Gene;gene=SLC22A2;gene_biotype=protein_coding
4954,Macaca_mulatta,SLC22A2,4,10316542,+,10336521,10380538,19979,Up,hklkf,hklk,ID=gene-SLC22A2;Dbxref=GeneID:708988;Name=SLC22A2;gbkey=Gene;gene=SLC22A2;gene_biotype=protein_coding
5144,Macaca_mulatta,CDK19,4,14451740,-,14438708,14223226,13032,Up,hk2r,hk2,ID=gene-CDK19;Dbxref=GeneID:698292;Name=CDK19;gbkey=Gene;gene=CDK19;gene_biotype=protein_coding
5154,Macaca_mulatta,REV3L,4,15142308,-,15120396,14931216,21912,Up,pb2f,pb2,ID=gene-REV3L;Dbxref=GeneID:695894;Name=REV3L;gbkey=Gene;gene=REV3L;gene_biotype=protein_coding
4964,Macaca_mulatta,CALHM4,4,20102165,+,20122353,20137366,20188,Up,slp3f,slp3,ID=gene-CALHM4;Dbxref=GeneID:715850;Name=CALHM4;gbkey=Gene;gene=CALHM4;gene_biotype=protein_coding
5164,Macaca_mulatta,GPRC6A,4,20396459,-,20391674,20355378,4785,Up,psa1f,psa1,ID=gene-GPRC6A;Dbxref=GeneID:715520;Name=GPRC6A;gbkey=Gene;gene=GPRC6A;gene_biotype=protein_coding
5117,Macaca_mulatta,CLVS2,4,26601305,+,26518641,26594053,7252,Down,hk2r,hk2,ID=gene-CLVS2;Dbxref=GeneID:713626;Name=CLVS2;description=clavesin 2;gbkey=Gene;gene=CLVS2;gene_biotype=protein_coding;gene_synonym=clavesin-2
5174,Macaca_mulatta,SAMD3,4,33801913,-,33785160,33718571,16753,Up,slp3f,slp3,ID=gene-SAMD3;Dbxref=GeneID:710869;Name=SAMD3;gbkey=Gene;gene=SAMD3;gene_biotype=protein_coding
4974,Macaca_mulatta,ARG1,4,35113191,+,35137468,35148647,24277,Up,hklkr,hklk,ID=gene-ARG1;Dbxref=GeneID:710410;Name=ARG1;gbkey=Gene;gene=ARG1;gene_biotype=protein_coding
5184,Macaca_mulatta,MED23,4,35202507,-,35198880,35151550,3627,Up,csref,csre,ID=gene-MED23;Dbxref=GeneID:714629;Name=MED23;description=mediator complex subunit 23;gbkey=Gene;gene=MED23;gene_biotype=protein_coding
5194,Macaca_mulatta,MED23,4,35202547,-,35198880,35151550,3667,Up,csref,csre,ID=gene-MED23;Dbxref=GeneID:714629;Name=MED23;description=mediator complex subunit 23;gbkey=Gene;gene=MED23;gene_biotype=protein_coding
5204,Macaca_mulatta,MTFR2,4,39895909,-,39878305,39855689,17604,Up,sc12r,sc12,ID=gene-MTFR2;Dbxref=GeneID:106998139;Name=MTFR2;gbkey=Gene;gene=MTFR2;gene_biotype=protein_coding
5217,Macaca_mulatta,IL22RA2,4,40793945,-,40793427,40765499,518,Up,slp3f,slp3,ID=gene-IL22RA2;Dbxref=GeneID:711059;Name=IL22RA2;gbkey=Gene;gene=IL22RA2;gene_biotype=protein_coding
4984,Macaca_mulatta,VIP,4,58916832,+,58931198,58940267,14366,Up,slp2r,slp2,ID=gene-VIP;Dbxref=GeneID:703566;Name=VIP;description=vasoactive intestinal peptide;gbkey=Gene;gene=VIP;gene_biotype=protein_coding
5054,Macaca_mulatta,SOBP,4,65584154,-,65756700,65584324,170,Down,hklkf,hklk,ID=gene-SOBP;Dbxref=GeneID:698484;Name=SOBP;description=sine oculis binding protein homolog;gbkey=Gene;gene=SOBP;gene_biotype=protein_coding;gene_synonym=JXC1
4994,Macaca_mulatta,RARS2,4,85746687,+,85747436,85837020,749,Up,care,care,ID=gene-RARS2;Dbxref=GeneID:699240;Name=RARS2;gbkey=Gene;gene=RARS2;gene_biotype=protein_coding
5224,Macaca_mulatta,TTK,4,93062804,-,93041441,92973387,21363,Up,slp3r,slp3,ID=gene-TTK;Dbxref=GeneID:718430;Name=TTK;gbkey=Gene;gene=TTK;gene_biotype=protein_coding
5004,Macaca_mulatta,FILIP1,4,97507206,+,97520273,97719405,13067,Up,pem2r,pem2,ID=gene-FILIP1;Dbxref=GeneID:716439;Name=FILIP1;gbkey=Gene;gene=FILIP1;gene_biotype=protein_coding
5064,Macaca_mulatta,TINAG,4,115140436,-,115233674,115150146,9710,Down,slp3f,slp3,ID=gene-TINAG;Dbxref=GeneID:711185;Name=TINAG;gbkey=Gene;gene=TINAG;gene_biotype=protein_coding
5234,Macaca_mulatta,TFAP2B,4,118697396,-,118673960,118645068,23436,Up,psa3r,psa3,ID=gene-TFAP2B;Dbxref=GeneID:707679;Name=TFAP2B;gbkey=Gene;gene=TFAP2B;gene_biotype=protein_coding
5074,Macaca_mulatta,OPN5,4,121591836,-,121639299,121595110,3274,Down,sc12r,sc12,ID=gene-OPN5;Dbxref=GeneID:705586;Name=OPN5;gbkey=Gene;gene=OPN5;gene_biotype=protein_coding
5244,Macaca_mulatta,TDRD6,4,122737106,-,122721481,122704261,15625,Up,slp3r,slp3,ID=gene-TDRD6;Dbxref=GeneID:704453;Name=TDRD6;gbkey=Gene;gene=TDRD6;gene_biotype=protein_coding
5017,Macaca_mulatta,XPO5,4,125732668,+,125755627,125810239,22959,Up,sc12f,sc12,ID=gene-XPO5;Dbxref=GeneID:700664;Name=XPO5;description=exportin 5;gbkey=Gene;gene=XPO5;gene_biotype=protein_coding;gene_synonym=exportin-5
5084,Macaca_mulatta,BICRAL,4,126477266,-,126606122,126478171,905,Down,asrer,asre,ID=gene-BICRAL;Dbxref=GeneID:698668;Name=BICRAL;gbkey=Gene;gene=BICRAL;gene_biotype=protein_coding
5024,Macaca_mulatta,TREM2,4,128212603,+,128214680,128248374,2077,Up,pem2f,pem2,ID=gene-TREM2;Dbxref=GeneID:719740;Name=TREM2;gbkey=Gene;gene=TREM2;gene_biotype=protein_coding
5034,Macaca_mulatta,LRFN2,4,128805990,+,128817575,129055215,11585,Up,hklkr,hklk,ID=gene-LRFN2;Dbxref=GeneID:719621;Name=LRFN2;gbkey=Gene;gene=LRFN2;gene_biotype=protein_coding
5254,Macaca_mulatta,FGD2,4,132451707,-,132443778,132418846,7929,Up,aare,aare,ID=gene-FGD2;Dbxref=GeneID:719329;Name=FGD2;description=FYVE%2C RhoGEF and PH domain containing 2;gbkey=Gene;gene=FGD2;gene_biotype=protein_coding
5264,Macaca_mulatta,UHRF1BP1,4,134708704,-,134694638,134616672,14066,Up,hk2r,hk2,ID=gene-UHRF1BP1;Dbxref=GeneID:718719;Name=UHRF1BP1;gbkey=Gene;gene=UHRF1BP1;gene_biotype=protein_coding
5274,Macaca_mulatta,UHRF1BP1,4,134716428,-,134694638,134616672,21790,Up,asrer,asre,ID=gene-UHRF1BP1;Dbxref=GeneID:718719;Name=UHRF1BP1;gbkey=Gene;gene=UHRF1BP1;gene_biotype=protein_coding
5284,Macaca_mulatta,CARMIL1,4,144737589,-,144719830,144374491,17759,Up,psa3f,psa3,ID=gene-CARMIL1;Dbxref=GeneID:694909;Name=CARMIL1;gbkey=Gene;gene=CARMIL1;gene_biotype=protein_coding
5294,Macaca_mulatta,ALDH5A1,4,145505828,-,145491000,145455192,14828,Up,slp3r,slp3,ID=gene-ALDH5A1;Dbxref=GeneID:707902;Name=ALDH5A1;gbkey=Gene;gene=ALDH5A1;gene_biotype=protein_coding
5304,Macaca_mulatta,CDKAL1,4,149477918,-,149468816,148763387,9102,Up,psa1f,psa1,ID=gene-CDKAL1;Dbxref=GeneID:706409;Name=CDKAL1;gbkey=Gene;gene=CDKAL1;gene_biotype=protein_coding
5094,Macaca_mulatta,GMPR,4,153668802,-,153722935,153674327,5525,Down,hklkr,hklk,ID=gene-GMPR;Dbxref=GeneID:710619;Name=GMPR;gbkey=Gene;gene=GMPR;gene_biotype=protein_coding
5124,Macaca_mulatta,NEDD9,4,158825277,+,158623840,158824365,912,Down,pem1r,pem1,ID=gene-NEDD9;Dbxref=GeneID:699359;Name=NEDD9;gbkey=Gene;gene=NEDD9;gene_biotype=protein_coding
5107,Macaca_mulatta,BMP6,4,162178204,-,162344764,162186598,8394,Down,slp3r,slp3,ID=gene-BMP6;Dbxref=GeneID:695091;Name=BMP6;gbkey=Gene;gene=BMP6;gene_biotype=protein_coding
5317,Macaca_mulatta,CDYL,4,165336972,-,165329543,165155801,7429,Up,csref,csre,ID=gene-CDYL;Dbxref=GeneID:722957;Name=CDYL;gbkey=Gene;gene=CDYL;gene_biotype=protein_coding
5044,Macaca_mulatta,PXDC1,4,166371579,+,166380554,166410286,8975,Up,mvdpr,mvdp,ID=gene-PXDC1;Dbxref=GeneID:722937;Name=PXDC1;gbkey=Gene;gene=PXDC1;gene_biotype=protein_coding
5324,Macaca_mulatta,WRNIP1,4,167358846,-,167342631,167321933,16215,Up,pem1r,pem1,ID=gene-WRNIP1;Dbxref=GeneID:707250;Name=WRNIP1;gbkey=Gene;gene=WRNIP1;gene_biotype=protein_coding
5624,Macaca_mulatta,GAK,5,957818,-,943291,857282,14527,Up,hklkr,hklk,ID=gene-GAK;Dbxref=GeneID:703406;Name=GAK;gbkey=Gene;gene=GAK;gene_biotype=protein_coding
5634,Macaca_mulatta,GAK,5,961012,-,943291,857282,17721,Up,psa1r,psa1,ID=gene-GAK;Dbxref=GeneID:703406;Name=GAK;gbkey=Gene;gene=GAK;gene_biotype=protein_coding
5504,Macaca_mulatta,FAM53A,5,1678179,-,1732204,1685718,7539,Down,pem2f,pem2,ID=gene-FAM53A;Dbxref=GeneID:722555;Name=FAM53A;gbkey=Gene;gene=FAM53A;gene_biotype=protein_coding
5644,Macaca_mulatta,SLC2A9,5,9084876,-,9068793,8871099,16083,Up,aare,aare,ID=gene-SLC2A9;Dbxref=GeneID:712922;Name=SLC2A9;gbkey=Gene;gene=SLC2A9;gene_biotype=protein_coding
5654,Macaca_mulatta,FBXL5,5,14648294,-,14631453,14584680,16841,Up,slp2r,slp2,ID=gene-FBXL5;Dbxref=GeneID:722846;Name=FBXL5;gbkey=Gene;gene=FBXL5;gene_biotype=protein_coding
5334,Macaca_mulatta,TBC1D1,5,37025383,+,37026844,37276794,1461,Up,asref,asre,ID=gene-TBC1D1;Dbxref=GeneID:697357;Name=TBC1D1;description=TBC1 domain family member 1;gbkey=Gene;gene=TBC1D1;gene_biotype=protein_coding
5344,Macaca_mulatta,SLC10A4,5,47884783,+,47898268,47904097,13485,Up,hk2r,hk2,ID=gene-SLC10A4;Dbxref=GeneID:705961;Name=SLC10A4;gbkey=Gene;gene=SLC10A4;gene_biotype=protein_coding
5354,Macaca_mulatta,ZAR1,5,47884783,+,47904536,47921606,19753,Up,hk2r,hk2,ID=gene-ZAR1;Dbxref=GeneID:705829;Name=ZAR1;gbkey=Gene;gene=ZAR1;gene_biotype=protein_coding
5364,Macaca_mulatta,OCIAD1,5,48209550,+,48223187,48278570,13637,Up,slp3f,slp3,ID=gene-OCIAD1;Dbxref=GeneID:706191;Name=OCIAD1;gbkey=Gene;gene=OCIAD1;gene_biotype=protein_coding
5374,Macaca_mulatta,NKX6-1,5,49126380,+,49147488,49153775,21108,Up,pem2r,pem2,ID=gene-NKX6-1;Dbxref=GeneID:706844;Name=NKX6-1;gbkey=Gene;gene=NKX6-1;gene_biotype=protein_coding
5384,Macaca_mulatta,PAQR3,5,54790485,+,54813791,54841145,23306,Up,asref,asre,ID=gene-PAQR3;Dbxref=GeneID:697120;Name=PAQR3;description=progestin and adipoQ receptor family member 3;gbkey=Gene;gene=PAQR3;gene_biotype=protein_coding
5664,Macaca_mulatta,RUFY3,5,63083377,-,63069336,62967098,14041,Up,pem2f,pem2,ID=gene-RUFY3;Dbxref=GeneID:706417;Name=RUFY3;gbkey=Gene;gene=RUFY3;gene_biotype=protein_coding
5394,Macaca_mulatta,TMPRSS11A,5,65567056,+,65585859,65650273,18803,Up,psa1r,psa1,ID=gene-TMPRSS11A;Dbxref=GeneID:711430;Name=TMPRSS11A;gbkey=Gene;gene=TMPRSS11A;gene_biotype=protein_coding
5404,Macaca_mulatta,TMPRSS11A,5,65572810,+,65585859,65650273,13049,Up,c3f,c3,ID=gene-TMPRSS11A;Dbxref=GeneID:711430;Name=TMPRSS11A;gbkey=Gene;gene=TMPRSS11A;gene_biotype=protein_coding
5417,Macaca_mulatta,IGFBP7,5,76504699,+,76516464,76603185,11765,Up,psa1f,psa1,ID=gene-IGFBP7;Dbxref=GeneID:693564;Name=IGFBP7;gbkey=Gene;gene=IGFBP7;gene_biotype=protein_coding
5424,Macaca_mulatta,IGFBP7,5,76509434,+,76516464,76603185,7030,Up,p21r,p21,ID=gene-IGFBP7;Dbxref=GeneID:693564;Name=IGFBP7;gbkey=Gene;gene=IGFBP7;gene_biotype=protein_coding
5517,Macaca_mulatta,TMEM165,5,78200703,-,78238564,78207958,7255,Down,ccnd1f,ccnd1,ID=gene-TMEM165;Dbxref=GeneID:696262;Name=TMEM165;description=transmembrane protein 165;gbkey=Gene;gene=TMEM165;gene_biotype=protein_coding
5674,Macaca_mulatta,TMEM165,5,78257687,-,78238564,78207958,19123,Up,psa1f,psa1,ID=gene-TMEM165;Dbxref=GeneID:696262;Name=TMEM165;description=transmembrane protein 165;gbkey=Gene;gene=TMEM165;gene_biotype=protein_coding
5434,Macaca_mulatta,KDR,5,78489740,+,78510572,78557969,20832,Up,pem2f,pem2,ID=gene-KDR;Dbxref=GeneID:698293;Name=KDR;gbkey=Gene;gene=KDR;gene_biotype=protein_coding
5444,Macaca_mulatta,LNX1,5,79969225,+,79992385,80187730,23160,Up,asref,asre,ID=gene-LNX1;Dbxref=GeneID:697862;Name=LNX1;gbkey=Gene;gene=LNX1;gene_biotype=protein_coding
5454,Macaca_mulatta,AFF1,5,85315343,+,85327993,85535131,12650,Up,pem1f,pem1,ID=gene-AFF1;Dbxref=GeneID:700733;Name=AFF1;gbkey=Gene;gene=AFF1;gene_biotype=protein_coding
5464,Macaca_mulatta,MMRN1,5,88270184,+,88286498,88347386,16314,Up,care,care,ID=gene-MMRN1;Dbxref=GeneID:704009;Name=MMRN1;gbkey=Gene;gene=MMRN1;gene_biotype=protein_coding
5594,Macaca_mulatta,RAP1GDS1,5,96770666,+,96591835,96765073,5593,Down,asrer,asre,ID=gene-RAP1GDS1;Dbxref=GeneID:706303;Name=RAP1GDS1;gbkey=Gene;gene=RAP1GDS1;gene_biotype=protein_coding
5684,Macaca_mulatta,TSPAN5,5,96992806,-,96974570,96793524,18236,Up,hk2r,hk2,ID=gene-TSPAN5;Dbxref=GeneID:706537;Name=TSPAN5;description=tetraspanin 5;gbkey=Gene;gene=TSPAN5;gene_biotype=protein_coding
5474,Macaca_mulatta,MTTP,5,97947753,+,97950512,97998545,2759,Up,slp3r,slp3,ID=gene-MTTP;Dbxref=GeneID:708832;Name=MTTP;gbkey=Gene;gene=MTTP;gene_biotype=protein_coding
5604,Macaca_mulatta,BANK1,5,100497688,+,100170547,100490395,7293,Down,care,care,ID=gene-BANK1;Dbxref=GeneID:710040;Name=BANK1;gbkey=Gene;gene=BANK1;gene_biotype=protein_coding
5617,Macaca_mulatta,NFKB1,5,101016777,+,100887542,101010961,5816,Down,aare,aare,ID=gene-NFKB1;Dbxref=GeneID:710324;Name=NFKB1;description=nuclear factor kappa B subunit 1;gbkey=Gene;gene=NFKB1;gene_biotype=protein_coding
5524,Macaca_mulatta,MANBA,5,101016777,-,101160057,101024963,8186,Down,aare,aare,ID=gene-MANBA;Dbxref=GeneID:712531;Name=MANBA;gbkey=Gene;gene=MANBA;gene_biotype=protein_coding
5534,Macaca_mulatta,PDE5A,5,117377803,-,117516195,117387207,9404,Down,asrer,asre,ID=gene-PDE5A;Dbxref=GeneID:705592;Name=PDE5A;gbkey=Gene;gene=PDE5A;gene_biotype=protein_coding
5544,Macaca_mulatta,NUDT6,5,120729700,-,120762432,120733880,4180,Down,mvdpr,mvdp,ID=gene-NUDT6;Dbxref=GeneID:708421;Name=NUDT6;gbkey=Gene;gene=NUDT6;gene_biotype=protein_coding
5694,Macaca_mulatta,SLC7A11,5,136110907,-,136110133,136037076,774,Up,psa3r,psa3,ID=gene-SLC7A11;Dbxref=GeneID:696516;Name=SLC7A11;description=solute carrier family 7 member 11;gbkey=Gene;gene=SLC7A11;gene_biotype=protein_coding
5554,Macaca_mulatta,SH3D19,5,148761571,-,148962461,148766374,4803,Down,pem1f,pem1,ID=gene-SH3D19;Dbxref=GeneID:694606;Name=SH3D19;gbkey=Gene;gene=SH3D19;gene_biotype=protein_coding
5564,Macaca_mulatta,FBXW7,5,149970125,-,150180717,149971005,880,Down,mvdpr,mvdp,ID=gene-FBXW7;Dbxref=GeneID:695101;Name=FBXW7;description=F-box and WD repeat domain containing 7;gbkey=Gene;gene=FBXW7;gene_biotype=protein_coding
5484,Macaca_mulatta,KLHL2,5,162602270,+,162617233,162730004,14963,Up,slp3r,slp3,ID=gene-KLHL2;Dbxref=GeneID:704790;Name=KLHL2;gbkey=Gene;gene=KLHL2;gene_biotype=protein_coding
5494,Macaca_mulatta,CPE,5,162793616,+,162794262,162914356,646,Up,psa1r,psa1,ID=gene-CPE;Dbxref=GeneID:708881;Name=CPE;description=carboxypeptidase E;gbkey=Gene;gene=CPE;gene_biotype=protein_coding
5574,Macaca_mulatta,FBXO8,5,171506162,-,171565792,171510316,4154,Down,slp2f,slp2,ID=gene-FBXO8;Dbxref=GeneID:699302;Name=FBXO8;description=F-box protein 8;gbkey=Gene;gene=FBXO8;gene_biotype=protein_coding
5704,Macaca_mulatta,GPM6A,5,173332869,-,173315799,172947424,17070,Up,sc12f,sc12,ID=gene-GPM6A;Dbxref=GeneID:698488;Name=GPM6A;description=glycoprotein M6A;gbkey=Gene;gene=GPM6A;gene_biotype=protein_coding
5717,Macaca_mulatta,SPATA4,5,173520875,-,173518672,173501331,2203,Up,pem2f,pem2,ID=gene-SPATA4;Dbxref=GeneID:641336;Name=SPATA4;description=spermatogenesis associated 4;gbkey=Gene;gene=SPATA4;gene_biotype=protein_coding
5584,Macaca_mulatta,ASB5,5,173520875,-,173598655,173530142,9267,Down,pem2f,pem2,ID=gene-ASB5;Dbxref=GeneID:699248;Name=ASB5;gbkey=Gene;gene=ASB5;gene_biotype=protein_coding
6064,Macaca_mulatta,SLC9A3,6,498308,-,478614,431529,19694,Up,sc12f,sc12,ID=gene-SLC9A3;Dbxref=GeneID:708641;Name=SLC9A3;gbkey=Gene;gene=SLC9A3;gene_biotype=protein_coding
6074,Macaca_mulatta,SLC9A3,6,499496,-,478614,431529,20882,Up,p21r,p21,ID=gene-SLC9A3;Dbxref=GeneID:708641;Name=SLC9A3;gbkey=Gene;gene=SLC9A3;gene_biotype=protein_coding
5724,Macaca_mulatta,NKD2,6,947429,+,968401,1003916,20972,Up,care,care,ID=gene-NKD2;Dbxref=GeneID:709500;Name=NKD2;gbkey=Gene;gene=NKD2;gene_biotype=protein_coding
5974,Macaca_mulatta,SRD5A1,6,6595469,+,6552085,6589567,5902,Down,ccnd1r,ccnd1,ID=gene-SRD5A1;Dbxref=GeneID:695103;Name=SRD5A1;gbkey=Gene;gene=SRD5A1;gene_biotype=protein_coding
5984,Macaca_mulatta,IL7R,6,35666751,+,35634225,35656839,9912,Down,psa3r,psa3,ID=gene-IL7R;Dbxref=GeneID:699869;Name=IL7R;gbkey=Gene;gene=IL7R;gene_biotype=protein_coding
5994,Macaca_mulatta,OSMR,6,38779488,+,38680616,38777959,1529,Down,slp3r,slp3,ID=gene-OSMR;Dbxref=GeneID:693569;Name=OSMR;gbkey=Gene;gene=OSMR;gene_biotype=protein_coding
6084,Macaca_mulatta,OXCT1,6,41755695,-,41755325,41603054,370,Up,care,care,ID=gene-OXCT1;Dbxref=GeneID:696642;Name=OXCT1;description=3-oxoacid CoA-transferase 1;gbkey=Gene;gene=OXCT1;gene_biotype=protein_coding
6094,Macaca_mulatta,HMGCS1,6,43327151,-,43321487,43297245,5664,Up,pb2f,pb2,ID=gene-HMGCS1;Dbxref=GeneID:702553;Name=HMGCS1;description=3-hydroxy-3-methylglutaryl-CoA synthase 1;gbkey=Gene;gene=HMGCS1;gene_biotype=protein_coding
5734,Macaca_mulatta,IL31RA,6,54154415,+,54162094,54228815,7679,Up,care,care,ID=gene-IL31RA;Dbxref=GeneID:709719;Name=IL31RA;gbkey=Gene;gene=IL31RA;gene_biotype=protein_coding
5744,Macaca_mulatta,CARTPT,6,68535465,+,68538478,68540262,3013,Up,sc12f,sc12,ID=gene-CARTPT;Dbxref=GeneID:701350;Name=CARTPT;description=CART prepropeptide;gbkey=Gene;gene=CARTPT;gene_biotype=protein_coding;gene_synonym=CART
6004,Macaca_mulatta,MAP1B,6,69031379,+,68926648,69030406,973,Down,pem2f,pem2,ID=gene-MAP1B;Dbxref=GeneID:574272;Name=MAP1B;description=microtubule associated protein 1B;gbkey=Gene;gene=MAP1B;gene_biotype=protein_coding
5917,Macaca_mulatta,MRPS27,6,69031379,-,69139871,69040236,8857,Down,pem2f,pem2,ID=gene-MRPS27;Dbxref=GeneID:701585;Name=MRPS27;gbkey=Gene;gene=MRPS27;gene_biotype=protein_coding
5754,Macaca_mulatta,SV2C,6,72898047,+,72920715,73190661,22668,Up,mvdpr,mvdp,ID=gene-SV2C;Dbxref=GeneID:706753;Name=SV2C;gbkey=Gene;gene=SV2C;gene_biotype=protein_coding
6017,Macaca_mulatta,IQGAP2,6,73547249,+,73235073,73545327,1922,Down,psa1r,psa1,ID=gene-IQGAP2;Dbxref=GeneID:712026;Name=IQGAP2;gbkey=Gene;gene=IQGAP2;gene_biotype=protein_coding
6107,Macaca_mulatta,DMGDH,6,75906226,-,75901756,75829793,4470,Up,pem1f,pem1,ID=gene-DMGDH;Dbxref=GeneID:709237;Name=DMGDH;gbkey=Gene;gene=DMGDH;gene_biotype=protein_coding
6024,Macaca_mulatta,ZFYVE16,6,77277467,+,77210699,77275798,1669,Down,asref,asre,ID=gene-ZFYVE16;Dbxref=GeneID:710872;Name=ZFYVE16;gbkey=Gene;gene=ZFYVE16;gene_biotype=protein_coding
5764,Macaca_mulatta,FAM151B,6,77277467,+,77284905,77333565,7438,Up,asref,asre,ID=gene-FAM151B;Dbxref=GeneID:715256;Name=FAM151B;description=family with sequence similarity 151 member B;gbkey=Gene;gene=FAM151B;gene_biotype=protein_coding
6034,Macaca_mulatta,ATG10,6,79036291,+,78741471,79035920,371,Down,mvdpf,mvdp,ID=gene-ATG10;Dbxref=GeneID:711835;Name=ATG10;gbkey=Gene;gene=ATG10;gene_biotype=protein_coding
6117,Macaca_mulatta,SPATA9,6,92551135,-,92537390,92510588,13745,Up,hk2f,hk2,ID=gene-SPATA9;Dbxref=GeneID:698748;Name=SPATA9;gbkey=Gene;gene=SPATA9;gene_biotype=protein_coding
5924,Macaca_mulatta,ELL2,6,92730614,-,92811871,92735724,5110,Down,sc12r,sc12,ID=gene-ELL2;Dbxref=GeneID:699506;Name=ELL2;gbkey=Gene;gene=ELL2;gene_biotype=protein_coding
5934,Macaca_mulatta,ELL2,6,92730643,-,92811871,92735724,5081,Down,sc12f,sc12,ID=gene-ELL2;Dbxref=GeneID:699506;Name=ELL2;gbkey=Gene;gene=ELL2;gene_biotype=protein_coding
6124,Macaca_mulatta,EFNA5,6,105144423,-,105125099,104830770,19324,Up,pem1r,pem1,ID=gene-EFNA5;Dbxref=GeneID:704351;Name=EFNA5;description=ephrin A5;gbkey=Gene;gene=EFNA5;gene_biotype=protein_coding
5774,Macaca_mulatta,FER,6,105919817,+,105931307,106684871,11490,Up,mvdpf,mvdp,ID=gene-FER;Dbxref=GeneID:711220;Name=FER;gbkey=Gene;gene=FER;gene_biotype=protein_coding
6134,Macaca_mulatta,EPB41L4A,6,109835720,-,109814340,109558665,21380,Up,csref,csre,ID=gene-EPB41L4A;Dbxref=GeneID:706945;Name=EPB41L4A;gbkey=Gene;gene=EPB41L4A;gene_biotype=protein_coding
6144,Macaca_mulatta,TRIM36,6,112722377,-,112708933,112649581,13444,Up,pb2r,pb2,ID=gene-TRIM36;Dbxref=GeneID:694994;Name=TRIM36;description=tripartite motif containing 36;gbkey=Gene;gene=TRIM36;gene_biotype=protein_coding
5784,Macaca_mulatta,SNX2,6,120259078,+,120276713,120337676,17635,Up,ccnd1r,ccnd1,"ID=gene-SNX2;Dbxref=GeneID:700507;Name=SNX2;description=sorting nexin 2;gbkey=Gene;gene=SNX2;gene_biotype=protein_coding;partial=true;start_range=.,120276713"
